agency_cd	site_no	station_nm	dd_nu	parameter_cd	result_dt	result_tz_cd	result_va	result_cd	result_md
USGS	11109800	PIRU CREEK BELOW SANTA FELICIA DAM CA	03	00060	2015-06-10 10:45:00	PDT	7.9		2015-06-10 14:03:04
USGS	11109800	PIRU CREEK BELOW SANTA FELICIA DAM CA	05	00065	2015-06-10 10:45:00	PDT	1.58		2015-06-10 14:03:04
USGS	11111500	SESPE CREEK NEAR WHEELER SPRINGS CA	02	00060	2015-06-10 10:30:00	PDT	0.51		2015-06-10 13:47:03
USGS	11111500	SESPE CREEK NEAR WHEELER SPRINGS CA	03	00065	2015-06-10 10:30:00	PDT	1.52		2015-06-10 13:47:03
USGS	11113000	SESPE C NR FILLMORE	03	00060	2015-06-10 10:15:00	PDT	3.6		2015-06-10 13:21:03
USGS	11113000	SESPE C NR FILLMORE	07	00065	2015-06-10 10:15:00	PDT	4.10		2015-06-10 13:21:03
USGS	11113500	SANTA PAULA C NR SANTA PAULA	03	00060	2015-06-10 09:35:00	PST	0.63		2015-06-10 13:41:03
USGS	11113500	SANTA PAULA C NR SANTA PAULA	05	00065	2015-06-10 09:35:00	PST	71.68		2015-06-10 13:41:03
USGS	11114495	MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA	01	00060	2015-06-10 10:30:00	PDT	0.89		2015-06-10 13:45:03
USGS	11114495	MATILIJA C NR RES NR MATILIJA HOT SPRINGS CA	02	00065	2015-06-10 10:30:00	PDT	2.74		2015-06-10 13:45:03
USGS	11118500	VENTURA R NR VENTURA	02	00060	2015-06-10 10:15:00	PDT	3.7		2015-06-10 13:21:03
USGS	11118500	VENTURA R NR VENTURA	05	00065	2015-06-10 10:15:00	PDT	6.34		2015-06-10 13:21:03
USGS	11119500	CARPINTERIA C NR CARPINTERIA CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:47:03
USGS	11119500	CARPINTERIA C NR CARPINTERIA CA	02	00065	2015-06-10 10:30:00	PDT	1.82		2015-06-10 13:47:03
USGS	11119745	MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA	02	00060	2015-06-10 10:30:00	PDT	0.02		2015-06-10 13:47:03
USGS	11119745	MISSION C A ROCKY NOOK PARK A SANTA BARBARA CA	05	00065	2015-06-10 10:30:00	PDT	4.04		2015-06-10 13:47:03
USGS	11119750	MISSION C NR MISSION ST NR SANTA BARBARA CA	01	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:17:04
USGS	11119750	MISSION C NR MISSION ST NR SANTA BARBARA CA	02	00065	2015-06-10 10:00:00	PDT	3.79		2015-06-10 13:17:04
USGS	11119940	MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA	01	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:49:03
USGS	11119940	MARIA YGNACIO C A UNIVERSITY DRIVE NR GOLETA CA	02	00065	2015-06-10 10:45:00	PDT	0.79		2015-06-10 13:49:03
USGS	11120000	ATASCADERO C NR GOLETA CA	02	00060	2015-06-10 10:45:00	PDT	1.1		2015-06-10 13:49:03
USGS	11120000	ATASCADERO C NR GOLETA CA	05	00065	2015-06-10 10:45:00	PDT	1.60		2015-06-10 13:49:03
USGS	11120500	SAN JOSE C NR GOLETA CA	02	00060	2015-06-10 10:45:00	PDT	0.01		2015-06-10 13:49:03
USGS	11120500	SAN JOSE C NR GOLETA CA	03	00065	2015-06-10 10:45:00	PDT	2.63		2015-06-10 13:49:03
USGS	11121900	GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA	01	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:51:02
USGS	11121900	GIBRALTAR DAM DIV WEIR A GIBRALTAR DAM CA	02	00065	2015-06-10 10:45:00	PDT	1.01		2015-06-10 13:51:02
USGS	11122000	SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA	02	00062	2015-06-10 10:45:00	PDT	1372.31		2015-06-10 13:49:03
USGS	11122000	SANTA YNEZ R AB GIBRALTAR DAM NR SANTA BARBARA CA	03	00054	2015-06-10 10:45:00	PDT	685		2015-06-10 13:49:03
USGS	11122010	GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA	01	00065	2015-06-10 10:45:00	PDT	0.52		2015-06-10 13:51:02
USGS	11122010	GIBRALTAR DAM RELEASE WEIR A GIBRALTAR DAM CA	02	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:51:02
USGS	11123000	SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA	01	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:51:02
USGS	11123000	SANTA YNEZ R BL GIBRALTAR DAM NR SANTA BARBARA CA	02	00065	2015-06-10 10:45:00	PDT	6.74		2015-06-10 13:51:02
USGS	11123500	SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA	01	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 13:51:02
USGS	11123500	SANTA YNEZ R BL LOS LAURLS CYN NR SNTA YNEZ CA	02	00065	2015-06-10 10:45:00	PDT	1.11		2015-06-10 13:51:02
USGS	11124500	SANTA CRUZ C NR SANTA YNEZ CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:45:03
USGS	11124500	SANTA CRUZ C NR SANTA YNEZ CA	02	00065	2015-06-10 10:30:00	PDT	4.34		2015-06-10 13:45:03
USGS	11125600	HILTON CYN C NR SANTA YNEZ CA	01	00060	2015-06-10 10:45:00	PDT	2.9		2015-06-10 13:51:02
USGS	11125600	HILTON CYN C NR SANTA YNEZ CA	02	00065	2015-06-10 10:45:00	PDT	5.41		2015-06-10 13:51:02
USGS	11125600	HILTON CYN C NR SANTA YNEZ CA	12	00010	2015-06-10 10:45:00	PDT	16.9		2015-06-10 13:51:02
USGS	11125600	HILTON CYN C NR SANTA YNEZ CA	13	00095	2015-06-10 10:45:00	PDT	924		2015-06-10 13:51:02
USGS	11126000	SANTA YNEZ R NR SANTA YNEZ CA	02	00065	2015-06-10 10:45:00	PDT	5.97		2015-06-10 13:51:02
USGS	11126000	SANTA YNEZ R NR SANTA YNEZ CA	03	00010	2015-06-10 10:45:00	PDT	18.8		2015-06-10 13:51:02
USGS	11126000	SANTA YNEZ R NR SANTA YNEZ CA	04	00095	2015-06-10 10:45:00	PDT	912		2015-06-10 13:51:02
USGS	11126000	SANTA YNEZ R NR SANTA YNEZ CA	15	00300	2015-06-10 10:45:00	PDT	8.5		2015-06-10 13:51:02
USGS	11128250	ALAMO PINTADO C NR SOLVANG CA	01	00060	2015-06-10 10:15:00	PDT	0.00		2015-06-10 13:34:04
USGS	11128250	ALAMO PINTADO C NR SOLVANG CA	02	00065	2015-06-10 10:15:00	PDT	2.65		2015-06-10 13:34:04
USGS	11128300	ALISAL RES NR SOLVANG CA	01	00054	2015-06-10 10:30:00	PDT	1140		2015-06-10 13:34:04
USGS	11128300	ALISAL RES NR SOLVANG CA	02	00062	2015-06-10 10:30:00	PDT	584.25		2015-06-10 13:34:04
USGS	11128500	SANTA YNEZ R A SOLVANG CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:34:04
USGS	11128500	SANTA YNEZ R A SOLVANG CA	02	00065	2015-06-10 10:30:00	PDT	3.89		2015-06-10 13:34:04
USGS	11129800	ZACA C NR BUELLTON CA	01	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 14:02:03
USGS	11129800	ZACA C NR BUELLTON CA	02	00065	2015-06-10 10:45:00	PDT	1.75		2015-06-10 14:02:03
USGS	11132500	SALSIPUEDES C NR LOMPOC CA	02	00060	2015-06-10 10:15:00	PDT	0.63		2015-06-10 13:21:03
USGS	11132500	SALSIPUEDES C NR LOMPOC CA	04	00065	2015-06-10 10:15:00	PDT	1.78		2015-06-10 13:21:03
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	01	00065	2015-06-10 10:30:00	PDT	1.68		2015-06-10 13:34:04
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	02	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:34:04
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	03	00010	2015-04-02 10:45:00	PDT	Dry		2015-06-06 11:51:03
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	04	00095	2014-04-30 23:45:00	PDT	Dry		2015-06-06 11:51:03
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	07	70969	2015-06-10 10:30:00	PDT	13.4		2015-06-10 13:34:04
USGS	11133000	SANTA YNEZ R A NARROWS NR LOMPOC CA	09	72114	2015-06-10 10:30:00	PDT	42.0		2015-06-10 13:34:04
USGS	11134000	SANTA YNEZ R A H ST NR LOMPOC CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:34:04
USGS	11134000	SANTA YNEZ R A H ST NR LOMPOC CA	02	00065	2015-06-10 10:30:00	PDT	1.43		2015-06-10 13:34:04
USGS	11135800	SAN ANTONIO C A LOS ALAMOS CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:47:03
USGS	11136600	SANTA BARBARA CYN C NR VENTUCOPA CA	01	00065	2015-06-10 10:45:00	PDT	3.08		2015-06-10 14:03:04
USGS	11136600	SANTA BARBARA CYN C NR VENTUCOPA CA	02	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 14:03:04
USGS	11136800	CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:47:03
USGS	11136800	CUYAMA R BL BUCKHORN CYN NR SANTA MARIA CA	02	00065	2015-06-10 10:30:00	PDT	5.80		2015-06-10 13:47:03
USGS	11137900	HUASNA R NR ARROYO GRANDE CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:34:04
USGS	11137900	HUASNA R NR ARROYO GRANDE CA	02	00065	2015-06-10 10:30:00	PDT	0.82		2015-06-10 13:34:04
USGS	11138500	SISQUOC R NR SISQUOC CA	01	00060	2015-06-10 10:00:00	PDT	1.2		2015-06-10 13:11:03
USGS	11138500	SISQUOC R NR SISQUOC CA	02	00065	2015-06-10 10:00:00	PDT	1.23		2015-06-10 13:11:03
USGS	11140000	SISQUOC R NR GAREY	05	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 14:02:03
USGS	11140000	SISQUOC R NR GAREY	06	00065	2015-06-10 10:45:00	PDT	6.04		2015-06-10 14:02:03
USGS	11140585	SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:47:03
USGS	11140585	SANTA MARIA R A SUEY CROSSING NR SANTA MARIA CA	02	00065	2015-06-10 10:30:00	PDT	8.61		2015-06-10 13:47:03
USGS	11141050	ORCUTT C NR ORCUTT CA	01	00060	2015-06-10 10:30:00	PDT	0.69		2015-06-10 13:47:03
USGS	11141050	ORCUTT C NR ORCUTT CA	02	00065	2015-06-10 10:30:00	PDT	0.20		2015-06-10 13:47:03
USGS	11141280	LOPEZ C NR ARROYO GRANDE CA	02	00060	2015-06-10 10:30:00	PDT	1.4		2015-06-10 13:45:03
USGS	11141280	LOPEZ C NR ARROYO GRANDE CA	05	00065	2015-06-10 10:30:00	PDT	7.17		2015-06-10 13:45:03
USGS	11143000	BIG SUR R NR BIG SUR CA	02	00060	2015-06-10 10:15:00	PDT	18		2015-06-10 13:28:04
USGS	11143000	BIG SUR R NR BIG SUR CA	03	00065	2015-06-10 10:15:00	PDT	4.10		2015-06-10 13:28:04
USGS	11143200	CARMEL R A ROBLES DEL RIO CA	01	00060	2015-06-10 10:15:00	PDT	6.4		2015-06-10 13:25:02
USGS	11143200	CARMEL R A ROBLES DEL RIO CA	02	00065	2015-06-10 10:15:00	PDT	1.04		2015-06-10 13:25:02
USGS	11143250	CARMEL R NR CARMEL CA	01	00060	2015-06-10 10:00:00	PDT	2.5		2015-06-10 13:07:03
USGS	11143250	CARMEL R NR CARMEL CA	04	00065	2015-06-10 10:00:00	PDT	3.47		2015-06-10 13:07:03
USGS	11147500	SALINAS R A PASO ROBLES CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:41:03
USGS	11147500	SALINAS R A PASO ROBLES CA	02	00065	2015-06-10 10:30:00	PDT	9.83		2015-06-10 13:41:03
USGS	11148500	ESTRELLA R NR ESTRELLA CA	02	00065	2015-06-10 10:30:00	PDT	1.61		2015-06-10 13:41:03
USGS	11148900	NACIMIENTO R BL SAPAQUE C NR BRYSON CA	02	00060	2015-06-10 10:15:00	PDT	0.59		2015-06-10 13:19:03
USGS	11148900	NACIMIENTO R BL SAPAQUE C NR BRYSON CA	05	00065	2015-06-10 10:15:00	PDT	7.52		2015-06-10 13:19:03
USGS	11149400	NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA	01	00060	2015-06-10 10:00:00	PDT	60		2015-06-10 13:11:03
USGS	11149400	NACIMIENTO R BL NACIMIENTO DAM NR BRADLEY CA	02	00065	2015-06-10 10:00:00	PDT	2.85		2015-06-10 13:11:03
USGS	11149900	SAN ANTONIO R NR LOCKWOOD CA	02	00060	2015-06-10 10:15:00	PDT	0.00		2015-06-10 13:21:03
USGS	11149900	SAN ANTONIO R NR LOCKWOOD CA	05	00065	2015-06-10 10:15:00	PDT	2.65		2015-06-10 13:21:03
USGS	11150500	SALINAS R NR BRADLEY CA	01	00060	2015-06-10 10:30:00	PDT	68		2015-06-10 13:41:03
USGS	11150500	SALINAS R NR BRADLEY CA	02	00065	2015-06-10 10:30:00	PDT	2.73		2015-06-10 13:41:03
USGS	11151300	SAN LORENZO C BL BITTERWATER C NR KING CITY CA	01	00060	2015-06-10 10:15:00	PDT	0.00		2015-06-10 13:17:04
USGS	11151300	SAN LORENZO C BL BITTERWATER C NR KING CITY CA	02	00065	2015-06-10 10:15:00	PDT	4.87		2015-06-10 13:17:04
USGS	11151700	SALINAS R A SOLEDAD CA	01	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:07:03
USGS	11151700	SALINAS R A SOLEDAD CA	02	00065	2015-06-10 10:00:00	PDT	3.88		2015-06-10 13:07:03
USGS	11151870	ARROYO SECO NR GREENFIELD CA	05	00065	2015-06-10 10:15:00	PDT	6.92		2015-06-10 13:19:03
USGS	11152000	ARROYO SECO NR SOLEDAD CA	01	00060	2015-06-10 10:00:00	PDT	5.1		2015-06-10 13:07:03
USGS	11152000	ARROYO SECO NR SOLEDAD CA	02	00065	2015-06-10 10:00:00	PDT	0.59		2015-06-10 13:07:03
USGS	11152050	ARROYO SECO BL RELIZ C NR SOLEDAD CA	01	00065	2015-06-10 10:30:00	PDT	0.22		2015-06-10 13:41:03
USGS	11152050	ARROYO SECO BL RELIZ C NR SOLEDAD CA	02	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:41:03
USGS	11152300	SALINAS R NR CHUALAR CA	02	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:07:03
USGS	11152300	SALINAS R NR CHUALAR CA	06	00065	2015-06-10 10:00:00	PDT	1.71		2015-06-10 13:07:03
USGS	11152500	SALINAS R NR SPRECKELS CA	02	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:11:03
USGS	11152500	SALINAS R NR SPRECKELS CA	06	00065	2015-06-10 10:00:00	PDT	1.35		2015-06-10 13:11:03
USGS	11152650	RECLAMATION DITCH NR SALINAS CA	01	00060	2015-06-10 10:00:00	PDT	1.7		2015-06-10 13:13:03
USGS	11152650	RECLAMATION DITCH NR SALINAS CA	02	00065	2015-06-10 10:00:00	PDT	0.76		2015-06-10 13:13:03
USGS	11153000	PACHECO C NR DUNNEVILLE CA	01	00060	2015-06-10 10:15:00	PDT	0.00		2015-06-10 13:21:03
USGS	11153000	PACHECO C NR DUNNEVILLE CA	02	00065	2015-06-10 10:15:00	PDT	1.15		2015-06-10 13:21:03
USGS	11153650	LLAGAS C NR GILROY	01	00060	2015-06-10 10:00:00	PDT	0.60		2015-06-10 14:00:03
USGS	11153650	LLAGAS C NR GILROY	02	00065	2015-06-10 10:00:00	PDT	0.49		2015-06-10 14:00:03
USGS	11154700	CLEAR C NR IDRIA CA	01	00065	2015-06-10 10:15:00	PDT	0.97		2015-06-10 13:21:03
USGS	11154700	CLEAR C NR IDRIA CA	02	00060	2015-06-10 10:15:00	PDT	0.12		2015-06-10 13:21:03
USGS	11156500	SAN BENITO R NR WILLOW CREEK SCHOOL CA	01	00060	2015-06-10 10:15:00	PDT	0.14		2015-06-10 13:21:03
USGS	11156500	SAN BENITO R NR WILLOW CREEK SCHOOL CA	02	00065	2015-06-10 10:15:00	PDT	4.97		2015-06-10 13:21:03
USGS	11157500	TRES PINOS C NR TRES PINOS CA	01	00060	2015-06-10 10:00:00	PDT	0.00		2015-06-10 13:09:03
USGS	11157500	TRES PINOS C NR TRES PINOS CA	02	00065	2015-06-10 10:00:00	PDT	1.94		2015-06-10 13:09:03
USGS	11158600	SAN BENITO R A HWY 156 NR HOLLISTER CA	01	00060	2015-06-10 10:30:00	PDT	0.00		2015-06-10 13:41:03
USGS	11158600	SAN BENITO R A HWY 156 NR HOLLISTER CA	02	00065	2015-06-10 10:30:00	PDT	1.85		2015-06-10 13:41:03
USGS	11159000	PAJARO R A CHITTENDEN CA	02	00060	2015-06-10 10:30:00	PDT	3.2		2015-06-10 13:41:03
USGS	11159000	PAJARO R A CHITTENDEN CA	04	00065	2015-06-10 10:30:00	PDT	1.90		2015-06-10 13:41:03
USGS	11159200	CORRALITOS C A FREEDOM CA	01	00060	2015-06-10 10:00:00	PDT	Rat		2015-06-10 13:13:03
USGS	11159200	CORRALITOS C A FREEDOM CA	02	00065	2015-06-10 10:00:00	PDT	1.95		2015-06-10 13:13:03
USGS	11160000	SOQUEL C A SOQUEL CA	02	00060	2015-06-10 10:00:00	PDT	2.8		2015-06-10 13:13:03
USGS	11160000	SOQUEL C A SOQUEL CA	03	00065	2015-06-10 10:00:00	PDT	1.97		2015-06-10 13:13:03
USGS	11160500	SAN LORENZO R A BIG TREES CA	02	00060	2015-06-10 10:30:00	PDT	14		2015-06-10 13:43:03
USGS	11160500	SAN LORENZO R A BIG TREES CA	05	00065	2015-06-10 10:30:00	PDT	2.94		2015-06-10 13:43:03
USGS	11161000	SAN LORENZO R A SANTA CRUZ CA	01	00060	2015-06-10 10:00:00	PDT	11		2015-06-10 13:07:03
USGS	11161000	SAN LORENZO R A SANTA CRUZ CA	02	00065	2015-06-10 10:00:00	PDT	5.62		2015-06-10 13:07:03
USGS	11162500	PESCADERO C NR PESCADERO CA	02	00060	2015-06-10 10:00:00	PDT	2.3		2015-06-10 13:11:03
USGS	11162500	PESCADERO C NR PESCADERO CA	05	00065	2015-06-10 10:00:00	PDT	0.76		2015-06-10 13:11:03
USGS	11162570	SAN GREGORIO C A SAN GREGORIO CA	01	00060	2015-05-01 08:15:00	PDT	Dis		2015-06-06 13:29:03
USGS	11162570	SAN GREGORIO C A SAN GREGORIO CA	02	00065	2015-05-01 08:15:00	PDT	Dis		2015-06-06 13:29:03
USGS	11162618	PILARCITOS LK NR HILLSBOROUGH CA	01	00062	2015-06-10 10:00:00	PDT	686.44		2015-06-10 13:07:03
USGS	11162620	PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA	01	00065	2015-06-10 10:30:00	PDT	4.96		2015-06-10 13:37:03
USGS	11162620	PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA	02	00060	2015-06-10 10:30:00	PDT	1.6		2015-06-10 13:37:03
USGS	11162620	PILARCITOS C BL STONE DAM NR HILLSBOROUGH CA	13	00010	2015-06-10 10:30:00	PDT	15.5		2015-06-10 13:37:03
USGS	11162630	PILARCITOS C A HALF MOON BAY CA	01	00060	2015-06-10 10:00:00	PDT	3.0		2015-06-10 13:11:03
USGS	11162630	PILARCITOS C A HALF MOON BAY CA	02	00065	2015-06-10 10:00:00	PDT	1.86		2015-06-10 13:11:03
USGS	11162750	LOWER CRYSTAL SPRINGS RES NR SAN MATEO CA	01	00062	2015-06-10 10:30:00	PDT	285.38		2015-06-10 13:47:03
USGS	11162753	SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA	01	00060	2015-06-10 10:00:00	PDT	3.4		2015-06-10 13:07:03
USGS	11162753	SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA	02	00065	2015-06-10 10:00:00	PDT	5.30		2015-06-10 13:07:03
USGS	11162753	SAN MATEO C BL LO CRYSTAL SP RES NR SAN MATEO CA	03	00010	2015-06-10 10:00:00	PDT	15.0		2015-06-10 13:07:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	01	00010	2015-06-10 09:00:00	PST	20.4		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	02	00095	2015-06-10 09:00:00	PST	45500		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	03	00010	2015-06-10 09:00:00	PST	20.4		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	04	00095	2015-06-10 09:00:00	PST	46900		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	16	72147	2015-06-10 09:00:00	PST	8.07		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	17	72147	2015-06-10 09:00:00	PST	38.06		2015-06-10 13:09:03
USGS	11162765	SF BAY A SAN MATEO BRIDGE NR FOSTER CITY CA	19	00301	2015-06-10 09:00:00	PST	91		2015-06-10 13:09:03
USGS	11164500	SAN FRANCISQUITO C A STANFORD UNIVERSITY CA	01	00060	2015-06-10 10:00:00	PDT	0.12		2015-06-10 13:15:03
USGS	11164500	SAN FRANCISQUITO C A STANFORD UNIVERSITY CA	02	00065	2015-06-10 10:00:00	PDT	0.23		2015-06-10 13:15:03
USGS	11166000	MATADERO C A PALO ALTO CA	01	00060	2015-06-10 10:00:00	PDT	0.07		2015-06-10 13:07:03
USGS	11166000	MATADERO C A PALO ALTO CA	02	00065	2015-06-10 10:00:00	PDT	2.19		2015-06-10 13:07:03
USGS	11169025	GUADALUPE R ABV HWY 101 A SAN JOSE CA	01	00060	2015-06-10 10:00:00	PDT	6.3		2015-06-10 13:13:03
USGS	11169025	GUADALUPE R ABV HWY 101 A SAN JOSE CA	02	00065	2015-06-10 10:00:00	PDT	4.77		2015-06-10 13:13:03
USGS	11169500	SARATOGA C A SARATOGA CA	01	00060	2015-06-10 10:00:00	PDT	0.89		2015-06-10 13:15:03
USGS	11169500	SARATOGA C A SARATOGA CA	02	00065	2015-06-10 10:00:00	PDT	2.16		2015-06-10 13:15:03
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	01	00010	2014-11-25 13:00:00	PST	14.3		2015-06-06 13:59:04
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	02	00095	2015-04-01 09:30:00	PST	27900		2015-06-06 13:59:04
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	04	63680	2015-04-21 10:15:00	PST	47.7		2015-06-06 13:59:04
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	07	80154	2015-04-21 10:15:00	PST	65		2015-06-06 13:59:04
USGS	11169750	ALVISO SLOUGH NR ALVISO CA	08	00301	2014-11-25 13:00:00	PST	68		2015-06-06 13:59:04
USGS	11169800	COYOTE C NR GILROY CA	02	00060	2015-06-10 10:15:00	PDT	0.42		2015-06-10 13:21:03
USGS	11169800	COYOTE C NR GILROY CA	05	00065	2015-06-10 10:15:00	PDT	2.31		2015-06-10 13:21:03
USGS	11172175	COYOTE C AB HWY 237 A MILPITAS CA	01	00060	2015-06-10 10:00:00	PDT	6.0		2015-06-10 13:07:03
USGS	11172175	COYOTE C AB HWY 237 A MILPITAS CA	02	00065	2015-06-10 10:00:00	PDT	4.13		2015-06-10 13:07:03
USGS	11172945	ALAMEDA C AB DIV DAM NR SUNOL CA	01	00065	2015-06-10 10:30:00	PDT	2.92		2015-06-10 13:37:03
USGS	11172945	ALAMEDA C AB DIV DAM NR SUNOL CA	02	00060	2015-06-10 10:30:00	PDT	0.51		2015-06-10 13:37:03
USGS	11172945	ALAMEDA C AB DIV DAM NR SUNOL CA	12	00010	2015-06-10 10:30:00	PDT	18.9		2015-06-10 13:37:03
USGS	11172955	ALAMEDA C BL DIV DAM NR SUNOL CA	01	00065	2015-06-10 10:15:00	PDT	4.09		2015-06-10 13:25:02
USGS	11172955	ALAMEDA C BL DIV DAM NR SUNOL CA	02	00060	2015-06-10 10:15:00	PDT	0.13		2015-06-10 13:25:02
USGS	11173200	ARROYO HONDO NR SAN JOSE CA	01	00060	2015-06-10 10:00:00	PDT	1.2		2015-06-10 13:07:03
USGS	11173200	ARROYO HONDO NR SAN JOSE CA	02	00065	2015-06-10 10:00:00	PDT	4.06		2015-06-10 13:07:03
USGS	11173200	ARROYO HONDO NR SAN JOSE CA	12	00010	2015-06-10 10:00:00	PDT	18.0		2015-06-10 13:07:03
USGS	11173500	CALAVERAS C NR SUNOL CA	01	00060	2015-06-10 10:45:00	PDT	0.66		2015-06-10 14:00:03
USGS	11173500	CALAVERAS C NR SUNOL CA	02	00065	2015-06-10 10:45:00	PDT	3.96		2015-06-10 14:00:03
USGS	11173500	CALAVERAS C NR SUNOL CA	13	00010	2015-06-10 10:45:00	PDT	17.8		2015-06-10 14:00:03
USGS	11173510	ALAMEDA C BL CALAVERAS C NR SUNOL CA	01	00065	2015-06-10 10:00:00	PDT	4.17		2015-06-10 13:05:03
USGS	11173510	ALAMEDA C BL CALAVERAS C NR SUNOL CA	02	00060	2015-06-10 10:00:00	PDT	1.3		2015-06-10 13:05:03
USGS	11173510	ALAMEDA C BL CALAVERAS C NR SUNOL CA	13	00010	2015-06-10 10:00:00	PDT	19.0		2015-06-10 13:05:03
USGS	11173575	ALAMEDA C BL WELCH C NR SUNOL CA	01	00065	2015-06-10 10:30:00	PDT	9.78		2015-06-10 13:39:03
USGS	11173575	ALAMEDA C BL WELCH C NR SUNOL CA	02	00060	2015-06-10 10:30:00	PDT	1.1		2015-06-10 13:39:03
USGS	11173575	ALAMEDA C BL WELCH C NR SUNOL CA	18	00010	2015-06-10 10:30:00	PDT	19.6		2015-06-10 13:39:03
USGS	11173800	INDIAN C NR SUNOL CA	01	00060	2015-06-10 10:15:00	PDT	0.04		2015-06-10 13:21:03
USGS	11173800	INDIAN C NR SUNOL CA	02	00065	2015-06-10 10:15:00	PDT	11.05		2015-06-10 13:21:03
USGS	11174000	SAN ANTONIO C NR SUNOL CA	01	00060	2015-06-10 10:00:00	PDT	0.06		2015-06-10 13:05:03
USGS	11174000	SAN ANTONIO C NR SUNOL CA	02	00065	2015-06-10 10:00:00	PDT	2.63		2015-06-10 13:05:03
USGS	11174000	SAN ANTONIO C NR SUNOL CA	18	00010	2015-06-10 10:00:00	PDT	18.4		2015-06-10 13:05:03
USGS	11174600	ALAMO CN NR PLEASANTON CA	01	00060	2015-06-10 10:45:00	PDT	22		2015-06-10 14:03:04
USGS	11174600	ALAMO CN NR PLEASANTON CA	03	00065	2015-06-10 10:45:00	PDT	2.27		2015-06-10 14:03:04
USGS	11176400	ARROYO VALLE BL LANG CYN NR LIVERMORE CA	02	00060	2015-06-10 10:45:00	PDT	0.00		2015-06-10 14:02:03
USGS	11176400	ARROYO VALLE BL LANG CYN NR LIVERMORE CA	05	00065	2015-06-10 10:45:00	PDT	0.53		2015-06-10 14:02:03
USGS	11176500	ARROYO VALLE NR LIVERMORE CA	01	00010	2015-06-10 10:45:00	PDT	20.5		2015-06-10 14:03:04
